Accident_ID,Accident_Date,Time,Day_of_Week,Sunrise_Sunset,City,State,Country,Area_Type,Junction_Type,Light_Condition,Road_Surface_Type,Road_Condition,Weather,Temperature,Visibility,Wind_Speed,Humidity,Vehicle_Type,No_of_Vehicles,Vehicle_Service_Year,Driver_Age_Band,Driver_Gender,Driving_Experience,Injuries,Fatalities,Casualty_Class,Casualty_Severity,Accident_Severity,Accident_Cause,Alcohol_Involved,Emergency_Response_Time
2193,2020-05-22,00:38,Friday,Day,Pune,TN,India,Highway,T-Junction,Unknown,Concrete,Unknown,Unknown,42.2,3.6,34.1,64,Auto,1,1,60+,Unknown,Beginner,1,1,Driver,Serious,Minor,Mechanical Failure,No,55
2194,2022-07-05,07:17,Tuesday,Day,Bengaluru,KA,India,Urban,T-Junction,Daylight,Concrete,Dry,Stormy,42.2,3.6,34.1,64,Bike,3,7,60+,Female,Beginner,1,2,Passenger,Serious,Minor,Mechanical Failure,No,36
2195,2022-04-07,08:32,Thursday,Day,Mumbai,MH,India,Urban,None,Dark,Concrete,Dry,Unknown,42.2,3.6,34.1,64,Bus,3,6,18-25,Female,Unknown,5,0,Pedestrian,Fatal,Minor,Mechanical Failure,No,13
2196,2021-08-27,21:16,Friday,Night,Delhi,TS,India,Rural,Roundabout,Daylight,Asphalt,Damaged,Foggy,42.2,3.6,34.1,64,Auto,2,15,36-45,Female,Intermediate,7,3,Pedestrian,Fatal,Fatal,Mechanical Failure,No,52
2197,2024-02-05,18:26,Monday,Day,Pune,WB,India,Rural,Roundabout,Unknown,Concrete,Wet,Foggy,42.2,3.6,34.1,64,Truck,4,18,18-25,Male,Unknown,2,2,Pedestrian,Serious,Minor,Mechanical Failure,No,30
2198,2023-12-11,05:34,Monday,Day,Pune,WB,India,Highway,Unknown,Dark,Concrete,Damaged,Clear,42.2,3.6,34.1,64,Auto,5,11,60+,Male,Unknown,5,1,Unknown,Minor,Minor,Drunk Driving,No,10
2199,2020-10-31,23:36,Saturday,Day,Kolkata,TN,India,Rural,Crossroad,Dark,Gravel,Unknown,Unknown,42.2,3.6,34.1,64,Bike,1,17,36-45,Unknown,Intermediate,2,3,Unknown,Minor,Minor,Mechanical Failure,No,41
2200,2022-01-05,01:19,Wednesday,Night,Pune,TN,India,Urban,Unknown,Street Light,Concrete,Unknown,Clear,42.2,3.6,34.1,64,Bike,4,1,26-35,Male,Experienced,4,3,Driver,Serious,Major,Unknown,No,47
2201,2020-10-17,03:09,Saturday,Night,Mumbai,TS,India,Urban,T-Junction,Unknown,Concrete,Damaged,Clear,42.2,3.6,34.1,64,Bike,2,2,26-35,Female,Beginner,1,1,Unknown,Minor,Minor,Drunk Driving,No,38
2202,2020-04-11,09:23,Saturday,Night,Mumbai,MH,India,Rural,None,Unknown,Concrete,Unknown,Rainy,42.2,3.6,34.1,64,Auto,4,7,Unknown,Female,Beginner,7,3,Passenger,Serious,Fatal,Drunk Driving,No,44
2203,2023-07-14,20:10,Friday,Day,Bengaluru,MH,India,Rural,Crossroad,Street Light,Concrete,Wet,Clear,42.2,3.6,34.1,64,Bike,5,10,18-25,Male,Experienced,7,1,Unknown,Fatal,Major,Drunk Driving,No,55
2204,2022-05-16,15:25,Monday,Night,Pune,WB,India,Urban,None,Street Light,Asphalt,Wet,Foggy,42.2,3.6,34.1,64,Auto,1,14,60+,Female,Beginner,1,0,Driver,Minor,Minor,Unknown,Yes,25
2205,2022-08-25,16:15,Thursday,Night,Kolkata,TS,India,Rural,Crossroad,Dark,Gravel,Wet,Foggy,42.2,3.6,34.1,64,Car,3,12,Unknown,Male,Unknown,1,1,Pedestrian,Minor,Major,Signal Jump,No,46
2206,2022-08-31,06:15,Wednesday,Day,Delhi,WB,India,Urban,T-Junction,Street Light,Asphalt,Unknown,Rainy,42.2,3.6,34.1,64,Car,1,17,26-35,Female,Experienced,4,3,Passenger,Serious,Minor,Drunk Driving,No,31
2207,2022-04-21,02:57,Thursday,Night,Hyderabad,DL,India,Urban,T-Junction,Dark,Gravel,Wet,Rainy,42.2,3.6,34.1,64,Car,5,14,26-35,Male,Intermediate,5,3,Pedestrian,Fatal,Minor,Signal Jump,No,56
2208,2022-08-19,15:39,Friday,Day,Pune,MH,India,Rural,Crossroad,Unknown,Gravel,Damaged,Unknown,42.2,3.6,34.1,64,Bus,1,19,46-60,Male,Unknown,6,2,Passenger,Minor,Major,Drunk Driving,No,23
2209,2022-07-30,11:34,Saturday,Day,Bengaluru,TS,India,Rural,Roundabout,Street Light,Gravel,Wet,Rainy,42.2,3.6,34.1,64,Car,1,10,46-60,Female,Unknown,1,3,Driver,Minor,Minor,Drunk Driving,No,31
2210,2022-10-23,16:20,Sunday,Night,Bengaluru,TS,India,Highway,Crossroad,Unknown,Gravel,Unknown,Stormy,42.2,3.6,34.1,64,Car,2,12,Unknown,Female,Unknown,2,0,Passenger,Fatal,Minor,Drunk Driving,No,7
2211,2020-03-25,17:42,Wednesday,Day,Delhi,WB,India,Highway,T-Junction,Dark,Asphalt,Dry,Foggy,42.2,3.6,34.1,64,Auto,3,7,Unknown,Female,Unknown,2,1,Unknown,Fatal,Major,Weather,No,29
2212,2020-11-23,03:47,Monday,Day,Kolkata,TN,India,Highway,None,Daylight,Gravel,Unknown,Foggy,42.2,3.6,34.1,64,Auto,5,8,36-45,Female,Beginner,2,1,Pedestrian,Serious,Minor,Signal Jump,No,38
2213,2022-03-26,16:31,Saturday,Day,Chennai,TS,India,Highway,Unknown,Daylight,Concrete,Damaged,Rainy,42.2,3.6,34.1,64,Bike,2,13,36-45,Male,Unknown,2,3,Passenger,Minor,Major,Signal Jump,No,55
2214,2024-01-13,08:05,Saturday,Day,Bengaluru,WB,India,Highway,None,Unknown,Concrete,Damaged,Rainy,42.2,3.6,34.1,64,Bike,1,6,60+,Female,Beginner,6,0,Unknown,Minor,Major,Weather,No,25
2215,2021-03-29,23:26,Monday,Day,Mumbai,KA,India,Urban,T-Junction,Dark,Gravel,Unknown,Foggy,42.2,3.6,34.1,64,Bike,1,8,26-35,Female,Beginner,5,1,Passenger,Fatal,Minor,Mechanical Failure,No,15
2216,2021-09-20,19:24,Monday,Day,Mumbai,TN,India,Rural,None,Dark,Concrete,Wet,Rainy,42.2,3.6,34.1,64,Auto,4,5,18-25,Male,Beginner,5,2,Unknown,Fatal,Minor,Drunk Driving,No,31
2217,2023-05-29,01:08,Monday,Night,Hyderabad,TN,India,Urban,Roundabout,Daylight,Concrete,Wet,Unknown,42.2,3.6,34.1,64,Auto,2,9,18-25,Female,Beginner,5,0,Unknown,Minor,Minor,Overspeeding,No,32
2218,2023-03-23,20:37,Thursday,Day,Bengaluru,MH,India,Highway,Roundabout,Dark,Gravel,Dry,Rainy,42.2,3.6,34.1,64,Car,5,11,46-60,Female,Intermediate,3,2,Unknown,Fatal,Major,Signal Jump,No,8
2219,2021-10-26,02:19,Tuesday,Day,Kolkata,DL,India,Highway,Crossroad,Dark,Gravel,Wet,Rainy,42.2,3.6,34.1,64,Truck,5,13,36-45,Male,Beginner,2,2,Pedestrian,Serious,Major,Signal Jump,Yes,48
2220,2020-01-12,05:38,Sunday,Day,Hyderabad,MH,India,Rural,None,Unknown,Gravel,Damaged,Unknown,42.2,3.6,34.1,64,Auto,5,1,60+,Male,Beginner,4,1,Pedestrian,Serious,Minor,Overspeeding,Yes,45
2221,2023-03-02,00:54,Thursday,Day,Bengaluru,KA,India,Urban,None,Daylight,Asphalt,Wet,Unknown,42.2,3.6,34.1,64,Truck,5,7,46-60,Female,Experienced,5,0,Pedestrian,Fatal,Minor,Overspeeding,Yes,57
2222,2020-10-30,00:36,Friday,Night,Delhi,WB,India,Highway,T-Junction,Dark,Gravel,Unknown,Unknown,42.2,3.6,34.1,64,Auto,1,6,46-60,Male,Intermediate,5,3,Unknown,Minor,Major,Unknown,No,52
2223,2023-08-09,05:44,Wednesday,Night,Pune,TN,India,Highway,Crossroad,Unknown,Gravel,Unknown,Foggy,42.2,3.6,34.1,64,Auto,1,8,60+,Female,Unknown,3,1,Pedestrian,Fatal,Major,Overspeeding,No,30
2224,2022-09-01,01:46,Thursday,Day,Kolkata,TN,India,Highway,Crossroad,Street Light,Asphalt,Dry,Rainy,42.2,3.6,34.1,64,Bus,2,2,60+,Male,Beginner,5,2,Passenger,Minor,Minor,Weather,No,25
2225,2023-08-16,14:44,Wednesday,Night,Bengaluru,TS,India,Highway,None,Daylight,Concrete,Damaged,Unknown,42.2,3.6,34.1,64,Truck,3,17,Unknown,Female,Beginner,6,1,Unknown,Serious,Major,Drunk Driving,No,43
2226,2022-02-21,13:57,Monday,Day,Kolkata,DL,India,Urban,Unknown,Unknown,Asphalt,Unknown,Unknown,42.2,3.6,34.1,64,Bus,5,17,26-35,Male,Intermediate,1,1,Passenger,Serious,Minor,Drunk Driving,No,8
2227,2020-02-12,21:06,Wednesday,Day,Chennai,DL,India,Urban,None,Street Light,Concrete,Damaged,Foggy,42.2,3.6,34.1,64,Car,1,18,60+,Female,Experienced,2,2,Pedestrian,Serious,Minor,Overspeeding,No,41
2228,2022-08-01,13:57,Monday,Day,Kolkata,TS,India,Highway,None,Dark,Asphalt,Wet,Stormy,42.2,3.6,34.1,64,Bus,2,7,60+,Female,Unknown,5,1,Passenger,Minor,Minor,Mechanical Failure,No,53
2229,2020-12-08,23:58,Tuesday,Day,Kolkata,KA,India,Urban,None,Dark,Gravel,Dry,Rainy,42.2,3.6,34.1,64,Bus,5,15,46-60,Female,Unknown,1,3,Pedestrian,Fatal,Minor,Drunk Driving,No,59
2230,2023-09-11,09:31,Monday,Night,Mumbai,DL,India,Highway,Roundabout,Street Light,Asphalt,Dry,Stormy,42.2,3.6,34.1,64,Car,3,13,46-60,Female,Intermediate,2,2,Passenger,Minor,Minor,Mechanical Failure,No,47
2231,2021-05-12,16:13,Wednesday,Night,Delhi,TN,India,Rural,Crossroad,Unknown,Gravel,Wet,Stormy,42.2,3.6,34.1,64,Truck,5,14,18-25,Male,Intermediate,2,0,Driver,Minor,Minor,Drunk Driving,No,8
2232,2020-12-29,07:35,Tuesday,Day,Pune,KA,India,Rural,Roundabout,Dark,Concrete,Unknown,Unknown,42.2,3.6,34.1,64,Bike,4,15,Unknown,Female,Experienced,5,2,Passenger,Serious,Major,Unknown,No,54
2233,2022-06-09,15:23,Thursday,Day,Pune,MH,India,Rural,Unknown,Dark,Gravel,Damaged,Foggy,42.2,3.6,34.1,64,Auto,5,3,18-25,Male,Intermediate,6,3,Unknown,Fatal,Major,Mechanical Failure,Yes,27
2234,2021-03-02,12:53,Tuesday,Night,Mumbai,MH,India,Urban,T-Junction,Unknown,Asphalt,Damaged,Rainy,42.2,3.6,34.1,64,Truck,4,6,18-25,Female,Experienced,3,0,Pedestrian,Minor,Minor,Weather,No,13
2235,2022-10-01,19:17,Saturday,Night,Kolkata,KA,India,Highway,Unknown,Unknown,Asphalt,Damaged,Rainy,42.2,3.6,34.1,64,Car,3,9,60+,Unknown,Experienced,2,2,Unknown,Fatal,Minor,Drunk Driving,No,44
2236,2020-01-21,13:17,Tuesday,Day,Pune,TN,India,Rural,Crossroad,Street Light,Concrete,Unknown,Rainy,42.2,3.6,34.1,64,Bus,4,14,26-35,Male,Beginner,2,2,Driver,Minor,Minor,Drunk Driving,No,28
2237,2021-02-10,04:25,Wednesday,Night,Hyderabad,MH,India,Rural,T-Junction,Dark,Gravel,Wet,Stormy,42.2,3.6,34.1,64,Bike,3,16,46-60,Male,Unknown,0,1,Driver,Minor,Minor,Signal Jump,No,33
2238,2021-09-10,08:59,Friday,Day,Delhi,WB,India,Urban,Unknown,Unknown,Concrete,Damaged,Clear,42.2,3.6,34.1,64,Bus,2,17,36-45,Female,Unknown,6,0,Unknown,Serious,Fatal,Drunk Driving,Yes,11
2239,2022-10-11,02:07,Tuesday,Night,Chennai,TN,India,Urban,Crossroad,Daylight,Gravel,Unknown,Foggy,42.2,3.6,34.1,64,Auto,4,12,26-35,Female,Beginner,6,3,Pedestrian,Serious,Minor,Signal Jump,No,22
2240,2020-12-01,19:53,Tuesday,Night,Mumbai,TS,India,Rural,Unknown,Street Light,Gravel,Damaged,Clear,42.2,3.6,34.1,64,Car,5,4,Unknown,Female,Unknown,4,3,Pedestrian,Serious,Minor,Unknown,No,6
2241,2023-02-14,09:21,Tuesday,Night,Bengaluru,DL,India,Highway,T-Junction,Street Light,Concrete,Unknown,Stormy,42.2,3.6,34.1,64,Bike,5,5,36-45,Female,Intermediate,6,2,Passenger,Fatal,Minor,Overspeeding,No,32
2242,2023-02-21,18:29,Tuesday,Night,Bengaluru,KA,India,Highway,T-Junction,Street Light,Concrete,Wet,Unknown,42.2,3.6,34.1,64,Truck,2,11,Unknown,Female,Beginner,4,1,Passenger,Minor,Minor,Signal Jump,No,47
2243,2021-02-02,20:27,Tuesday,Day,Bengaluru,DL,India,Highway,Unknown,Street Light,Gravel,Damaged,Clear,42.2,3.6,34.1,64,Truck,1,11,60+,Female,Experienced,1,3,Driver,Serious,Major,Overspeeding,No,45
2244,2022-03-03,02:42,Thursday,Day,Delhi,TS,India,Rural,Roundabout,Daylight,Concrete,Wet,Clear,42.2,3.6,34.1,64,Car,3,8,Unknown,Female,Experienced,1,1,Unknown,Fatal,Fatal,Drunk Driving,No,33
2245,2021-12-15,10:30,Wednesday,Night,Chennai,MH,India,Urban,Unknown,Street Light,Gravel,Dry,Foggy,42.2,3.6,34.1,64,Car,1,18,36-45,Female,Intermediate,3,0,Passenger,Fatal,Minor,Signal Jump,No,49
2246,2020-02-20,16:47,Thursday,Day,Pune,WB,India,Highway,Unknown,Street Light,Concrete,Unknown,Stormy,42.2,3.6,34.1,64,Bus,1,6,Unknown,Male,Unknown,1,1,Passenger,Minor,Major,Overspeeding,No,21
2247,2020-11-19,06:35,Thursday,Night,Chennai,TN,India,Rural,Unknown,Unknown,Concrete,Dry,Foggy,42.2,3.6,34.1,64,Bike,2,7,Unknown,Male,Intermediate,6,1,Passenger,Serious,Minor,Unknown,Yes,35
2248,2022-02-27,22:18,Sunday,Night,Chennai,TN,India,Rural,Roundabout,Dark,Concrete,Wet,Unknown,42.2,3.6,34.1,64,Auto,2,6,18-25,Female,Beginner,0,2,Driver,Serious,Minor,Signal Jump,No,21
2249,2020-05-20,11:14,Wednesday,Day,Mumbai,TS,India,Urban,None,Street Light,Asphalt,Wet,Rainy,42.2,3.6,34.1,64,Car,4,14,Unknown,Female,Intermediate,1,3,Passenger,Serious,Minor,Overspeeding,No,35
2250,2021-04-14,10:36,Wednesday,Day,Delhi,KA,India,Highway,T-Junction,Unknown,Concrete,Wet,Stormy,42.2,3.6,34.1,64,Bike,4,6,46-60,Male,Intermediate,2,0,Passenger,Serious,Minor,Signal Jump,Yes,27
2251,2022-02-25,04:14,Friday,Day,Bengaluru,DL,India,Rural,Crossroad,Unknown,Asphalt,Damaged,Unknown,42.2,3.6,34.1,64,Car,4,4,26-35,Female,Intermediate,1,3,Pedestrian,Fatal,Fatal,Unknown,No,14
2252,2023-09-19,17:42,Tuesday,Night,Mumbai,WB,India,Highway,T-Junction,Dark,Gravel,Damaged,Unknown,42.2,3.6,34.1,64,Car,4,13,18-25,Female,Experienced,7,0,Driver,Serious,Minor,Overspeeding,Yes,10
2253,2022-08-21,11:01,Sunday,Day,Pune,MH,India,Highway,T-Junction,Unknown,Gravel,Wet,Clear,42.2,3.6,34.1,64,Truck,4,17,46-60,Male,Beginner,5,0,Pedestrian,Serious,Minor,Unknown,No,42
2254,2022-10-04,19:14,Tuesday,Day,Chennai,KA,India,Highway,None,Unknown,Concrete,Wet,Foggy,42.2,3.6,34.1,64,Bike,5,12,Unknown,Male,Unknown,1,3,Driver,Fatal,Major,Mechanical Failure,No,51
2255,2021-01-07,19:03,Thursday,Day,Kolkata,WB,India,Rural,T-Junction,Street Light,Asphalt,Damaged,Clear,42.2,3.6,34.1,64,Truck,2,9,18-25,Unknown,Experienced,2,0,Pedestrian,Minor,Minor,Drunk Driving,Yes,31
2256,2021-05-08,21:49,Saturday,Day,Bengaluru,WB,India,Highway,T-Junction,Street Light,Gravel,Damaged,Clear,42.2,3.6,34.1,64,Truck,3,3,26-35,Male,Experienced,0,3,Pedestrian,Minor,Minor,Drunk Driving,No,15
2257,2022-01-20,05:22,Thursday,Night,Delhi,TS,India,Urban,Roundabout,Unknown,Asphalt,Unknown,Rainy,42.2,3.6,34.1,64,Bike,3,11,60+,Female,Intermediate,7,1,Pedestrian,Fatal,Minor,Signal Jump,No,24
2258,2023-03-25,18:10,Saturday,Night,Hyderabad,TS,India,Rural,Roundabout,Daylight,Asphalt,Wet,Foggy,42.2,3.6,34.1,64,Truck,3,5,36-45,Male,Experienced,4,0,Pedestrian,Fatal,Fatal,Overspeeding,Yes,50
2259,2020-10-17,23:01,Saturday,Night,Chennai,TN,India,Rural,Roundabout,Dark,Gravel,Damaged,Rainy,42.2,3.6,34.1,64,Bus,3,3,60+,Male,Beginner,0,3,Passenger,Serious,Minor,Mechanical Failure,Yes,9
2260,2023-03-13,07:28,Monday,Night,Chennai,MH,India,Highway,Roundabout,Unknown,Asphalt,Damaged,Unknown,42.2,3.6,34.1,64,Auto,3,17,Unknown,Female,Beginner,0,1,Unknown,Minor,Minor,Drunk Driving,No,36
2261,2020-04-15,10:36,Wednesday,Night,Chennai,KA,India,Highway,Roundabout,Unknown,Asphalt,Dry,Rainy,42.2,3.6,34.1,64,Auto,5,9,Unknown,Female,Unknown,3,1,Passenger,Minor,Minor,Signal Jump,Yes,9
2262,2023-12-14,17:54,Thursday,Night,Chennai,TN,India,Highway,Crossroad,Daylight,Gravel,Wet,Unknown,42.2,3.6,34.1,64,Bus,2,6,36-45,Female,Beginner,3,1,Passenger,Serious,Minor,Drunk Driving,No,26
2263,2021-10-31,17:13,Sunday,Night,Bengaluru,MH,India,Rural,None,Dark,Concrete,Wet,Clear,42.2,3.6,34.1,64,Car,4,18,36-45,Male,Experienced,6,1,Pedestrian,Serious,Minor,Unknown,Yes,5
2264,2020-01-02,21:09,Thursday,Day,Delhi,DL,India,Urban,Unknown,Unknown,Concrete,Damaged,Rainy,42.2,3.6,34.1,64,Truck,4,6,Unknown,Female,Unknown,2,0,Driver,Serious,Minor,Mechanical Failure,Yes,24
2265,2021-08-11,02:08,Wednesday,Night,Mumbai,DL,India,Urban,Roundabout,Unknown,Asphalt,Dry,Foggy,42.2,3.6,34.1,64,Auto,4,6,26-35,Male,Experienced,6,3,Driver,Serious,Minor,Drunk Driving,No,55
2266,2021-10-05,02:10,Tuesday,Night,Bengaluru,TN,India,Rural,None,Street Light,Concrete,Unknown,Rainy,42.2,3.6,34.1,64,Bike,2,10,26-35,Female,Experienced,7,3,Unknown,Fatal,Major,Unknown,No,19
2267,2020-03-30,11:11,Monday,Night,Delhi,KA,India,Urban,Unknown,Unknown,Gravel,Wet,Unknown,42.2,3.6,34.1,64,Car,2,11,60+,Female,Beginner,3,1,Pedestrian,Fatal,Major,Unknown,Yes,15
2268,2023-09-30,02:52,Saturday,Night,Mumbai,MH,India,Highway,T-Junction,Daylight,Gravel,Unknown,Stormy,42.2,3.6,34.1,64,Auto,5,14,46-60,Female,Beginner,5,2,Pedestrian,Serious,Minor,Unknown,No,36
2269,2020-12-15,06:13,Tuesday,Day,Chennai,DL,India,Rural,T-Junction,Unknown,Gravel,Wet,Foggy,42.2,3.6,34.1,64,Truck,5,12,46-60,Male,Unknown,4,2,Unknown,Minor,Major,Weather,No,59
2270,2024-01-22,23:27,Monday,Night,Delhi,DL,India,Urban,None,Dark,Asphalt,Damaged,Unknown,42.2,3.6,34.1,64,Auto,4,18,60+,Male,Beginner,2,2,Passenger,Minor,Major,Unknown,No,32
2271,2023-07-10,10:38,Monday,Night,Chennai,KA,India,Rural,Crossroad,Dark,Gravel,Unknown,Stormy,42.2,3.6,34.1,64,Truck,2,15,36-45,Male,Experienced,5,2,Pedestrian,Minor,Minor,Mechanical Failure,Yes,32
2272,2023-10-06,20:09,Friday,Day,Kolkata,TN,India,Urban,Crossroad,Daylight,Asphalt,Wet,Foggy,42.2,3.6,34.1,64,Car,4,10,26-35,Female,Unknown,3,1,Unknown,Minor,Major,Overspeeding,No,21
2273,2023-02-05,10:14,Sunday,Night,Delhi,TS,India,Rural,None,Unknown,Asphalt,Unknown,Stormy,42.2,3.6,34.1,64,Bus,5,1,60+,Male,Unknown,1,2,Passenger,Minor,Major,Mechanical Failure,Yes,38
2274,2022-11-28,18:47,Monday,Night,Pune,WB,India,Urban,Crossroad,Unknown,Gravel,Damaged,Clear,42.2,3.6,34.1,64,Truck,4,15,46-60,Male,Unknown,5,2,Passenger,Serious,Major,Signal Jump,No,28
2275,2022-06-27,21:20,Monday,Night,Hyderabad,MH,India,Rural,Crossroad,Unknown,Gravel,Dry,Clear,42.2,3.6,34.1,64,Truck,5,2,36-45,Female,Beginner,3,1,Pedestrian,Minor,Minor,Overspeeding,Yes,6
2276,2020-06-07,19:43,Sunday,Night,Chennai,DL,India,Rural,T-Junction,Unknown,Asphalt,Dry,Rainy,42.2,3.6,34.1,64,Car,1,2,46-60,Female,Unknown,4,3,Driver,Fatal,Minor,Drunk Driving,Yes,31
2277,2022-08-16,17:22,Tuesday,Night,Chennai,WB,India,Rural,Crossroad,Unknown,Gravel,Unknown,Rainy,42.2,3.6,34.1,64,Car,3,4,36-45,Female,Beginner,3,3,Unknown,Fatal,Minor,Mechanical Failure,Yes,13
2278,2020-11-07,12:04,Saturday,Night,Chennai,WB,India,Rural,Crossroad,Dark,Concrete,Unknown,Rainy,42.2,3.6,34.1,64,Bike,1,14,46-60,Female,Intermediate,2,0,Driver,Minor,Minor,Overspeeding,No,56
2279,2023-06-18,03:27,Sunday,Night,Pune,TS,India,Rural,None,Street Light,Asphalt,Unknown,Rainy,42.2,3.6,34.1,64,Car,4,19,Unknown,Female,Unknown,5,3,Unknown,Fatal,Minor,Drunk Driving,No,23
2280,2021-03-20,13:07,Saturday,Day,Bengaluru,WB,India,Highway,Crossroad,Dark,Asphalt,Wet,Stormy,42.2,3.6,34.1,64,Auto,4,14,18-25,Female,Experienced,6,0,Pedestrian,Serious,Minor,Unknown,No,40
2281,2020-10-24,08:56,Saturday,Day,Mumbai,KA,India,Rural,Roundabout,Street Light,Gravel,Damaged,Foggy,42.2,3.6,34.1,64,Truck,2,13,36-45,Female,Experienced,1,0,Passenger,Minor,Minor,Mechanical Failure,No,59
2282,2022-08-09,18:34,Tuesday,Night,Chennai,TN,India,Rural,Roundabout,Dark,Gravel,Unknown,Foggy,42.2,3.6,34.1,64,Bus,3,1,36-45,Female,Unknown,5,0,Passenger,Serious,Minor,Overspeeding,No,33
2283,2020-02-05,04:20,Wednesday,Day,Chennai,MH,India,Rural,None,Daylight,Asphalt,Dry,Rainy,42.2,3.6,34.1,64,Car,5,10,36-45,Male,Beginner,2,3,Driver,Fatal,Minor,Unknown,Yes,15
2284,2023-01-12,17:32,Thursday,Night,Bengaluru,KA,India,Urban,Roundabout,Unknown,Asphalt,Wet,Clear,42.2,3.6,34.1,64,Truck,4,14,18-25,Female,Intermediate,1,1,Passenger,Minor,Fatal,Signal Jump,Yes,36
2285,2024-01-15,07:50,Monday,Day,Bengaluru,TN,India,Rural,T-Junction,Street Light,Asphalt,Unknown,Unknown,42.2,3.6,34.1,64,Bus,5,17,18-25,Female,Intermediate,7,1,Driver,Serious,Minor,Unknown,No,31
2286,2023-11-09,16:16,Thursday,Night,Hyderabad,KA,India,Highway,None,Dark,Gravel,Wet,Rainy,42.2,3.6,34.1,64,Bike,5,16,46-60,Male,Beginner,7,3,Pedestrian,Serious,Minor,Drunk Driving,No,56
2287,2023-04-10,10:30,Monday,Day,Delhi,DL,India,Rural,Crossroad,Street Light,Asphalt,Unknown,Rainy,42.2,3.6,34.1,64,Auto,5,15,26-35,Female,Unknown,5,0,Unknown,Serious,Minor,Drunk Driving,No,43
2288,2023-10-31,01:05,Tuesday,Night,Chennai,DL,India,Urban,Roundabout,Unknown,Concrete,Unknown,Clear,42.2,3.6,34.1,64,Bike,1,11,Unknown,Female,Intermediate,1,2,Pedestrian,Serious,Major,Signal Jump,No,28
2289,2023-10-17,21:13,Tuesday,Day,Delhi,TS,India,Urban,T-Junction,Daylight,Concrete,Wet,Unknown,42.2,3.6,34.1,64,Car,5,12,46-60,Male,Beginner,7,1,Passenger,Serious,Major,Signal Jump,No,31
2290,2021-07-12,02:11,Monday,Day,Kolkata,KA,India,Rural,None,Unknown,Gravel,Damaged,Stormy,42.2,3.6,34.1,64,Auto,2,1,36-45,Male,Experienced,4,2,Pedestrian,Fatal,Fatal,Signal Jump,No,31
2291,2022-06-09,03:11,Thursday,Night,Bengaluru,WB,India,Rural,None,Dark,Asphalt,Damaged,Stormy,42.2,3.6,34.1,64,Bike,1,3,36-45,Female,Unknown,5,2,Pedestrian,Minor,Minor,Overspeeding,No,44
2292,2020-05-20,12:01,Wednesday,Night,Bengaluru,DL,India,Rural,Crossroad,Dark,Asphalt,Dry,Unknown,42.2,3.6,34.1,64,Truck,1,11,Unknown,Female,Intermediate,7,2,Passenger,Serious,Major,Signal Jump,Yes,36
2293,2022-06-05,01:14,Sunday,Day,Hyderabad,TN,India,Rural,Unknown,Street Light,Concrete,Damaged,Unknown,42.2,3.6,34.1,64,Car,4,11,46-60,Female,Unknown,0,3,Passenger,Serious,Fatal,Unknown,No,49
2294,2023-02-15,22:28,Wednesday,Day,Mumbai,TS,India,Urban,Roundabout,Daylight,Asphalt,Damaged,Stormy,42.2,3.6,34.1,64,Bike,3,5,60+,Male,Unknown,4,0,Driver,Fatal,Minor,Unknown,No,48
2295,2023-07-24,16:31,Monday,Night,Pune,WB,India,Rural,T-Junction,Daylight,Gravel,Wet,Rainy,42.2,3.6,34.1,64,Auto,3,15,26-35,Male,Unknown,6,3,Unknown,Minor,Fatal,Weather,No,26
2296,2021-12-26,06:29,Sunday,Day,Pune,MH,India,Urban,None,Dark,Gravel,Wet,Rainy,42.2,3.6,34.1,64,Auto,4,16,18-25,Female,Unknown,0,0,Pedestrian,Minor,Minor,Unknown,No,53
2297,2023-05-28,13:43,Sunday,Night,Pune,KA,India,Urban,Roundabout,Street Light,Gravel,Dry,Clear,42.2,3.6,34.1,64,Bus,3,3,26-35,Unknown,Intermediate,5,0,Pedestrian,Minor,Minor,Overspeeding,No,46
2298,2022-11-15,16:31,Tuesday,Day,Bengaluru,DL,India,Highway,T-Junction,Unknown,Asphalt,Unknown,Unknown,42.2,3.6,34.1,64,Auto,5,8,60+,Female,Intermediate,0,2,Passenger,Minor,Major,Signal Jump,Yes,36
2299,2021-06-04,13:05,Friday,Day,Chennai,WB,India,Urban,T-Junction,Unknown,Asphalt,Wet,Rainy,42.2,3.6,34.1,64,Auto,2,16,46-60,Female,Beginner,6,2,Unknown,Minor,Fatal,Signal Jump,Yes,52
2300,2020-01-10,18:23,Friday,Night,Hyderabad,TN,India,Rural,None,Dark,Concrete,Wet,Rainy,42.2,3.6,34.1,64,Car,5,16,46-60,Female,Experienced,7,1,Pedestrian,Fatal,Minor,Weather,No,50
2301,2022-09-10,05:26,Saturday,Night,Mumbai,KA,India,Rural,Roundabout,Dark,Concrete,Wet,Clear,42.2,3.6,34.1,64,Auto,3,4,36-45,Female,Intermediate,6,3,Driver,Serious,Major,Mechanical Failure,No,39
2302,2021-01-12,17:23,Tuesday,Night,Kolkata,TN,India,Rural,T-Junction,Unknown,Gravel,Damaged,Unknown,42.2,3.6,34.1,64,Bus,3,15,Unknown,Female,Experienced,7,1,Driver,Minor,Fatal,Signal Jump,No,58
